id,title,artist,album,track_number,genre
001073,Onda Tocadisco,Lucky Dragons,Norteñas,08,Electronic
001075,Painful Corazon,Lucky Dragons,Norteñas,10,Electronic
001082,Nam Nhi-tu,M. Nguyen Van Minh-Con,Black Mirror: Reflections In Global Musics (1915-1955),13,International
001083,Feasting on Energy,Magic Lantern,High Beams,4,Avant-Garde
001087,Tell The Police The Truth,Mahjongg,Kontpab,4,Rock
001102,Rare Vodka from the Fourteenth Century,Mary Halvorson and Weasel Walter,Opulence,01,Rock
001193,Wooly Mammoth's Absence,Mount Eerie,Seven New Songs,01,Folk
001195,With My Hands Out,Mount Eerie,Seven New Songs,03,Folk
001196,2 Blonde Braids,Mount Eerie,Seven New Songs,04,Folk
001197,My Burning,Mount Eerie,Seven New Songs,05,Folk
001249,"""Cleanse Bath"" 10"" Metal Laquer",Nautical Almanac,Hancut Record Transfers,3,Noise
001259,Rolling In The Green,Nautical Almanac,Cover The Earth,5,Noise
001270,Cocksuckerbastardmotherfucker,Necropolis,"Workingman / Cocksuckerbastardmotherfucker 7""",,Punk
001276,Richard Nixon Died Today,Negativland,Thigmotactic,01,Plunderphonic
001277,No Business,Negativland,No Business,2,Plunderphonic
001278,Downloading,Negativland,No Business,3,Audio Collage
001417,Guns of Thunder,Pierced Arrows,Pierced Arrows,1,Rock
001427,I Feel Evils,Plastic Crimewave Sound,Painted Shadows,6,Rock
001443,Time Fist,Pocahaunted,Bored Fortress Single Series Split w. Charalambides,1,Drone
001482,Reindeer Dance,Rainbro,Vectors,02,Electronic
001510,Zombie,Ric Royer & G. Lucas Crane,They Lured Us Into the Basement,6,Noise
001544,Song of The Stations,Samara Lubelski,In The Valley,3,Folk
001642,Hrz,So Cow,Wackity Schmackity Doo,1,Pop
001644,Outskirts,So Cow,Wackity Schmackity Doo,2,Pop
001649,Inis Meain,So Cow,Wackity Schmackity Doo,5,Pop
001661,Only Fools and Horses Theme,So Cow,Wackity Schmackity Doo,12,Pop
001663,So High,Softboiled Eggies,Egg Soldiers,01,Pop
001666,She Fell Through the Trees,Softboiled Eggies,Egg Soldiers,03,Pop
001673,Track 07,Solemn Man,Thee Haunted Cobblestone Sunset Concert Series #10,7,Field Recording
001680,Bashraf Salama,Sounds of Taraab,"Zanzibar, New York",01,International
001681,Daka Kozi Manowe,Sounds of Taraab,"Zanzibar, New York",2,International
001682,Nie Zama Nie Sema,Sounds of Taraab,"Zanzibar, New York",3,International
001683,Mapenzi Matamu,Sounds of Taraab,"Zanzibar, New York",4,International
001684,Mahaba Wa Taka Nini,Sounds of Taraab,"Zanzibar, New York",5,International
001685,Eni Wana Damu,Sounds of Taraab,"Zanzibar, New York",6,International
001686,Rufiji,Sounds of Taraab,"Zanzibar, New York",7,International
001687,"Lala, Mpenzi Lala",Sounds of Taraab,"Zanzibar, New York",8,International
001688,Sishituki,Sounds of Taraab,"Zanzibar, New York",9,International
001689,Unalo,Sounds of Taraab,"Zanzibar, New York",10,International
001701,Clouds,Spires that in the Sunset Rise,This is Fire,02,Folk
001702,Java Pop,Spires that in the Sunset Rise,Curse the Traced Bird,02,Folk
001703,Equus Haar,Spires that in the Sunset Rise,Curse the Traced Bird,04,Folk
001704,Morning Song,Spires that in the Sunset Rise,This is Fire,04,Folk
001706,In the Piney's,Strapping Fieldhands,In the Pineys,01,Rock
001720,Harken Sunshine,Sun Araw,The Phynx,2,Psych REPLACE w/ Psych-Rock
001732,Black Jerusalem,Teeth Mountain,Teeth Mtn CD-R,2,Experimental
001733,Keinsein,Teeth Mountain,Teeth Mtn CD-R,3,Experimental
001735,Ghost Science,Teeth Mountain,Teeth Mtn CD-R,5,Experimental
001736,Soft Beast,Teeth Mountain,Teeth Mtn CD-R,6,Experimental
001883,I Do What I Do,The Yolks,Introducing The Yolks,00,Rock
001891,Kids In Cars,Thee Oh Sees,Peanut Butter Oven EP,4,Rock
001893,Memories,Tommy Jay,Tommy Jay's Tall Tales Of Trauma,4,Folk
001924,Calling For You,The Twin Atlas,Inside the Skate Scandal,7,Folk
001925,Happy At The Wheel,The Twin Atlas,Magic Car Wash,3,Folk
001929,Buzz Chant,U.S. Girls,Spleencoffin presents: Ladyz in Noyz,12,Electronic
001930,So Thereby...and furthermore...thus henceforth...Mono,Upsilon Acrux,Galapagos Momentum,5,Progressive
002012,The White Mice,White Mice,Assphixxxeateshun,02,Rock
002096,title unknown,Grouper,1st CD-R,1,Experimental
002097,my sweet miasma,hall of fame,paradise now,08,Folk
002099,....like bacon sundays,luc,peaofthesea,3,Pop: Experimental
003263,A Date,Ai Aso,Live at WFMU 9/19/08,01,Folk
003264,Tee Te Te,Ai Aso,Live at WFMU 9/19/08,2,Folk
003265,Lavender,Ai Aso,Live at WFMU 9/19/08,3,Folk
003266,Land,Ai Aso,Live at WFMU 9/19/08,4,Folk
003270,Song for Obol,Arborea,live at WFMU 6/2/08 on Irene Trudel's show,01,Folk
003271,Beirut,Arborea,live at WFMU 6/2/08 on Irene Trudel's show,02,Folk
003272,Seadrift,Arborea,live at WFMU 6/2/08 on Irene Trudel's show,03,Folk
003273,Redbird,Arborea,live at WFMU 6/2/08 on Irene Trudel's show,04,Folk
003274,Forewarned,Arborea,live at WFMU 6/2/08 on Irene Trudel's show,05,Folk
003492,On The Wings,Citay,"Live at WFMU Mar, 2008",03,Rock
003532,Heaven Is Human,Cryptacize,Live at WFMU on Liz Berg's Show on 6/13/2008,1,Experimental Pop
003533,New Spell,Cryptacize,Live at WFMU on Liz Berg's Show on 6/13/2008,2,Experimental Pop
003534,Cosmic Sing-a-long,Cryptacize,Live at WFMU on Liz Berg's Show on 6/13/2008,3,Experimental Pop
003535,No Coins,Cryptacize,Live at WFMU on Liz Berg's Show on 6/13/2008,4,Experimental Pop
003537,We'll Never Dream Again,Cryptacize,Live at WFMU on Liz Berg's Show on 6/13/2008,6,Experimental Pop
003538,Say You Will,Cryptacize,Live at WFMU on Liz Berg's Show on 6/13/2008,7,Experimental Pop
003573,Piggled,Dan Deacon,"Live on WFMU July 23, 2003",19,Electronic
003598,Little Eyes,Ed Askew,Live at WFMU 10/30/07 on Hatch's Show,1,Folk
003624,Days of Summer,Fallen Leaves,Live on WFMU,13,Post-Punk
003707,Stable the Spuds,Gary Higgins,"Live at WFMU July, 2005",1,Folk
003708,Thicker Than A Smokey,Gary Higgins,"Live at WFMU July, 2005",2,Folk
003720,Walking on the Water,Indian Jewelry,Live at WFMU on Liz B's Show on 7/7/2008,1,Noise-Rock
003721,Pow Wow,Indian Jewelry,Live at WFMU on Liz B's Show on 7/7/2008,2,Noise-Rock
003722,Swans,Indian Jewelry,Live at WFMU on Liz B's Show on 7/7/2008,3,Noise-Rock
003724,Temporary Famine Ship,Indian Jewelry,Live at WFMU on Liz B's Show on 7/7/2008,5,Noise-Rock
003725,West Alabama,Indian Jewelry,Live at WFMU on Liz B's Show on 7/7/2008,6,Noise-Rock
003761,Improv,Kinski,"Live at WFMU April 22, 2003",01,Rock
003762,Snowy Parts of Scandinavia,Kinski,"Live at WFMU April 22, 2003",02,Rock
003763,Shelley Winters Overdrive,Kinski,"Live at WFMU April 22, 2003",03,Rock
003765,Waves of Second Guessing,Kinski,"Live at WFMU April 22, 2003",05,Rock
003766,Rhode Island Freakout,Kinski,"Live at WFMU April 22, 2003",06,Rock
003775,Cumbia Infierno,La Troba Kung Fú ,Live at WFMU on TSP 10/18/2008,01,Latin
003776,La Canco de Lladre,La Troba Kung Fú ,Live at WFMU on TSP 10/18/2008,02,Latin
003777,Volant,La Troba Kung Fú ,Live at WFMU on TSP 10/18/2008,03,Latin
003778,Calor Calor,La Troba Kung Fú ,Live at WFMU on TSP 10/18/2008,04,Latin
003779,Rock Rumba,La Troba Kung Fú ,Live at WFMU on TSP 10/18/2008,05,Latin
003832,Bedoin Song,Lior,Live at WFMU on Irene Trudel's show 10/27/2008,1,Folk
003833,Track 01,Lightning Bolt,Live on WFMU Feb 2001,01,Noise-Rock
003840,Track 08,Lightning Bolt,Live at WFMU on Brian Turner's Show on 2/27/2001,8,Rock
003880,Crawling,Mary Halvorson and Jessica Pavone,Live at WFMU on Bethany's Show on 9/10/2006,1,Folk
003895,Invitita and de Cingheri from Transylvania,MetroFolk,MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008,1,Balkan
003896,Gypsy Csardas and Men's Dances from Kalotaszeg,MetroFolk,MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008,2,Balkan
003904,Sometimes,Michael Chapman,"Live at WFMU on Hatch's show, Dec 11 2005",01,Folk
003905,Twisted Road,Michael Chapman,Live at WFMU on Irene Trudel's show Oct 13 2008,1,Folk
003906,Sometimes,Michael Chapman,Live at WFMU on Irene Trudel's show Oct 13 2008,2,Folk
003908,Caddo Lake,Michael Chapman,Live at WFMU on Irene Trudel's show Oct 13 2008,3,Folk
003909,Dewbury Road / That Time of Night,Michael Chapman,Live at WFMU on Irene Trudel's show Oct 13 2008,4,Folk
003910,Kodak Ghosts,Michael Chapman,"Live at WFMU on Hatch's show, Dec 11 2005",04,Folk
003911,Dust Devils,Michael Chapman,Live at WFMU on Irene Trudel's show Oct 13 2008,5,Folk
003912,Fahey's Flag,Michael Chapman,"Live at WFMU on Hatch's show, Dec 11 2005",05,Folk
003913,Memhpis in Winter,Michael Chapman,"Live at WFMU on Hatch's show, Dec 11 2005",06,Folk
003920,Fragrant Rota,Michael Holt,Live at WFMU 9/10/07 on Irene Trudel's show,10,Folk/Rock
003921,Hiawatha's Lullaby,Michael Holt,Live at WFMU 9/10/07 on Irene Trudel's show,11,Folk/Rock
003950,Click Click Bang Bang,Miss Derringer,Live at WFMU // Three Chord Monte 6/19/2008,01,Garage
004013,Ravens,Nalle,Live at WFMU on Irene Trudel's show 3/31/2008,01,Folk
004017,New Roots,Nalle,Live at WFMU on Irene Trudel's show 3/31/2008,05,Folk
004022,Can't Tell No One,Negative Approach,live at WFMU 5/27/08 on Brian Turner's show,02,Hardcore
004037,Oh! Mighty Engine,Neil Halstead ,Live at WFMU on Irene Trudel's Show 11/10/08,1,Other
004066,Soleade,Peter Walker,Live at WFMU on Irene Trudel's Show on 6/9/2008,1,Psych-Folk
004067,Por Rosa,Peter Walker,Live at WFMU on Irene Trudel's Show on 6/9/2008,2,Psych-Folk
004068,Alegrias Variation,Peter Walker,Live at WFMU on Irene Trudel's Show on 6/9/2008,3,Psych-Folk
004069,Tune on Karen Dalton's Guitar,Peter Walker,Live at WFMU on Irene Trudel's Show on 6/9/2008,4,Psych-Folk
004070,Nuevos Ojos,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,1,Latin America
004071,Mentirosas,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2,Latin America
004072,Tatuaje,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,3,Latin America
004073,Policia,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,4,Latin America
004074,Vieja,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,5,Latin America
004075,Un Momento,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,6,Latin America
004076,No te Olvidare,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,7,Latin America
004077,Algo Pa que te Olvides,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,8,Latin America
004078,No Suspires,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,9,Latin America
004079,Extranjero,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,10,Latin America
004080,Cazador,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,11,Latin America
004091,1864,Polka Madre,Live on WFMU,1,Misc. International
004092,Nina Olga Vodka,Polka Madre,Live on WFMU,2,Misc. International
004093,Amsterdam,Polka Madre,Live on WFMU,3,Misc. International
004094,Vida Propia,Polka Madre,Live on WFMU,4,Misc. International
004095,Funeral Brahms,Polka Madre,Live on WFMU,5,Misc. International
004096,La Fin Du Monde,Polka Madre,Live on WFMU,6,Misc. International
004097,Clammy Hands,Polka Madre,Live on WFMU,7,Misc. International
004098,Russo Trap,Polka Madre,Live on WFMU,8,Misc. International
004099,Stalin's Head,Polka Madre,Live on WFMU,9,Misc. International
004100,Gitanas Mojadas,Polka Madre,Live on WFMU,10,Misc. International
004101,Karjalainen Tanssi,Polka Madre,Live on WFMU,11,Misc. International
004102,Herasinkuoleena,Polka Madre,Live on WFMU,12,Misc. International
004103,Circo Del Siglo,Polka Madre,Live on WFMU,13,Misc. International
004108,New Wave Hippies,Psychedelic Horseshit,Live at WFMU on Brian Turner's Show on 12/18/2007,5,Rock
004232,Bowmazan Ya Mahaba  Bi Kidude song ,Sounds of Taraab,Live on WFMUApril 2007,1,Ethnic
004233,Interview,Sounds of Taraab,Live on WFMUApril 2007,2,Ethnic
004234,Mapenzi Matamu,Sounds of Taraab,Live on WFMUApril 2007,3,Ethnic
004235,Kanilemaza  Ikhwani Safaa,Sounds of Taraab,Live on WFMUApril 2007,4,Ethnic
004236,Enyi Wana Damu  Sharmila and Black Star Orchestra,Sounds of Taraab,Live on WFMUApril 2007,5,Ethnic
004239,Shishituki,Sounds of Taraab,Live on WFMUApril 2007,8,Ethnic
004450,Adventures of Castle One,Twi the Humble Feather,Live at WFMU,07,Folk
004507,Mon Amant de St. Jean,Yan Yalego,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,1,French
004508,Five Foot Two,Yan Yalego,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,2,French
004509,Haricots,Yan Yalego,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,4,French
004510,no title,Yan Yalego,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,6,French
004511,Petit 'n Mwen,Yan Yalego,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,7,French
004519,Golden,High Places,Live at WFMU on Marty McSorely's Show 10/29/08,01,Electronic
004520,From Stardust to Sentience,High Places,Live at WFMU on Marty McSorely's Show 10/29/08,02,Electronic
004521,Namer,High Places,Live at WFMU on Marty McSorely's Show 10/29/08,03,Electronic
004522,Oceanus,High Places,Live at WFMU on Marty McSorely's Show 10/29/08,04,Electronic
004682,Asylum (Permanent Underclass),Dälek,live at WFMU 9/25/04 on Mike Lupica's show,7,Hip-Hop
004684,Eyes to Form Shadows,Dälek,live at WFMU 9/25/04 on Mike Lupica's show,3,Hip-Hop
004685,Ever Somber,Dälek,live at WFMU 9/25/04 on Mike Lupica's show,1,Hip-Hop
004688,Culture for Dollars,Dälek,live at WFMU 9/25/04 on Mike Lupica's show,4,Hip-Hop
004777,Firecracker,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",1,Rock
004778,Too Much Fun,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",2,Rock
004779,Secret Admirer,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",3,Rock
004780,Too Much Adrenaline,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",4,Rock
004781,No Big Deal,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",5,Rock
004782,Thing With a Hook,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",6,Rock
004784,Rosemary's Baby,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",8,Rock
004785,I Know How It Feels...Bad,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",9,Rock
004786,"1,000,000 Kisses",Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",10,Rock
004787,Nicole Told Me,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",11,Rock
004788,Fire To Burn,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",12,Rock
004799,I've Got a Love,Harvey Milk,"Harvey Milk Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",6,Rock
004835,Steak,Peelander Z,Live at WFMU on Terre T's Show on 6/21/2002,02,Rock
004836,Panda Punk Tongue,Peelander Z,Live at WFMU on Terre T's Show on 6/21/2002,05,Rock
004838,Punk Rock,Peelander Z,Live at WFMU on Terre T's Show on 6/21/2002,04,Rock
004846,Bistoon,Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008,1,Middle East
004848,(introduction),Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008,0,Middle East
004849,Avareh,Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008,3,Middle East
005006,"So Long, Silver Lining",New Bomb Turks,Live at WFMU on Mike's Show on 11/10/2002,9,Punk
005156,Circles,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,1,Folk
005157,Copenhagen,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,2,Folk
005158,Running,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,4,Folk
005159,Christiania,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,5,Folk
005169,The Uncommon Man,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,6,Folk
005170,Labyrinth,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,7,Folk
005171,Cover Up,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,8,Folk
005191,Say What You Feel,caUSE co-MOTION,Live at WFMU on Michael Goodstein's Show on 9/13/2004,4,Pop
005264,Classical Homicide,Dälek,Live at WFMU on Mike's Show on 7/11/2002,7,Hip-Hop
005268,02,Dälek,live at WFMU 7/11/02 on Mike Lupica's show,2,Hip-Hop
005376,The Clouds,Mary Halvorson and Jessica Pavone,Live at WFMU on Bethany's Show on 9/10/2006,3,Folk
005381,Hartford,Mary Halvorson and Jessica Pavone,Live at WFMU on Bethany's Show on 9/10/2006,2,Folk
005521,alone now,The Apartment,Three Forks,1,
005879,Rock and Tree,Bob Wiseman,In Her Dream: Bob Wiseman Sings Wrench Tuttle,14,Freak-folk
005936,Traveling,,Live at WFMU on The Modern World w/ Trouble 1/22/09,0,Acoustic
005940,When It Rains,Howard Fishman,Live at WFMU on Irene Trudel's Show 12/8/08,2,Singer-Songwriter
006329,Krivo Kopanitsa Horo,Sheqer,Sheqer Live on WFMU from the 2009 Golden Festival in NYC,1,International
006330,Nie Zama Nie Sema,Sounds of Taraab,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC,1,International
006331,track 1,Kavala Brass Band,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC,01,International
006332,Taso's Hasapiko,Raya Brass Band,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC,1,International
006333,track 01,Scott Wilson and Efendi,Scott Wilson and Efendi Live on WFMU from the 2009 Golden Festival in NYC,1,International
006342,Doulab Nahawand Murassaa,Zikrayat,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC,1,International
006354,Daka Koz,Sounds of Taraab,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC,2,International
006357,Zaharoula,Raya Brass Band,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC,2,International
006358,track 2,Kavala Brass Band,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC,02,International
006360,Sabah Sabah Seyredelim Yaliyi,Orkestra Keyif,Keyif Live on WFMU from the 2009 Golden Festival in NYC,2,International
006363,track 02,Scott Wilson and Efendi,Scott Wilson and Efendi Live on WFMU from the 2009 Golden Festival in NYC,2,International
006366,Taheya,Zikrayat,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC,2,International
006367,"Manowe, Mahaba Wa Takanini, Mapenz",Sounds of Taraab,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC,3,International
006368,track 3,Kavala Brass Band,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC,03,International
006370,Leventikos,Raya Brass Band,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC,3,International
006372,track 03,Scott Wilson and Efendi,Scott Wilson and Efendi Live on WFMU from the 2009 Golden Festival in NYC,3,International
006373,Semseyemin Ucu Kare with Oud Solo by Haig Manoukian,Orkestra Keyif,Keyif Live on WFMU from the 2009 Golden Festival in NYC,3,International
006376,track 4,Kavala Brass Band,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC,04,International
006379,Matamu Choz,Sounds of Taraab,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC,4,International
006380,track 04,Scott Wilson and Efendi,Scott Wilson and Efendi Live on WFMU from the 2009 Golden Festival in NYC,4,International
006381,Kateva Lenko,Raya Brass Band,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC,4,International
006382,Svadbeni Cocek,Sheqer,Sheqer Live on WFMU from the 2009 Golden Festival in NYC,3,International
006383,Telegrafin Tellerine,Orkestra Keyif,Keyif Live on WFMU from the 2009 Golden Festival in NYC,4,International
006385,track 05,Scott Wilson and Efendi,Scott Wilson and Efendi Live on WFMU from the 2009 Golden Festival in NYC,5,International
006387,Karsilamas Hrysodaktili,Raya Brass Band,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC,5,International
006389,Kwala Ulala Huez,Sounds of Taraab,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC,5,International
006390,track 5,Kavala Brass Band,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC,05,International
006393,Rumor,Zikrayat,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC,4,International
006394,Bufchansko,Sheqer,Sheqer Live on WFMU from the 2009 Golden Festival in NYC,4,International
006396,Sarki,Sheqer,Sheqer Live on WFMU from the 2009 Golden Festival in NYC,2,International
006406,The Hungry Stones,MV + EE,Live at WFMU on Trouble's show 2/19/2009,1,Psych-Folk
006407,Huna Cosm,MV + EE,Live at WFMU on Trouble's show 2/19/2009,2,Psych-Folk
006439,Crossover,EPMD,live at ATP,17,Hip-Hop
006440,Rampage,EPMD,live at ATP,16,Hip-Hop
006442,Richter Scale,EPMD,live at ATP,15,Hip-Hop
006443,Music,EPMD,live at ATP,14,Hip-Hop
006448,Please Listen To My Demo,EPMD,live at ATP,8,Hip-Hop
006459,track 3,Zikrayat,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC,3,International
006461,Florida Rain,Mittimus,Live at WFMU on Irene Trudel's show 6/8/2008,3,Folk
006463,Are You the One?,Mittimus,Live at WFMU on Irene Trudel's show 6/8/2008,2,Folk
006467,As She Came Out of  the Water,Mittimus,Live at WFMU on Irene Trudel's show 6/8/2008,7,Folk
006469,Derya'da Deryaliklar,Orkestra Keyif,Keyif Live on WFMU from the 2009 Golden Festival in NYC,1,International
006517,Stars,Sakura Madams,Live at WFMU on Keili's Show 11/28/08,1,Rock
006519,Somebody To Love,Sakura Madams,Live at WFMU on Keili's Show 11/28/08,2,Rock
